Churn,Contract,CustomerID,Dependents,DeviceProtection,Gender,InternetService,MonthlyCharges,MultipleLines,OnlineBackup,OnlineSecurity,PaperlessBilling,Partner,PaymentMethod,PhoneService,SeniorCitizen,StreamingMovies,StreamingTV,TechSupport,Tenure,TotalCharges
No,Two year,6315,No,Yes,Female,DSL,64.55,No phone service,Yes,Yes,No,Yes,Bank transfer (automatic),No,0,Yes,Yes,Yes,70,4504.9
Yes,Month-to-month,6316,No,No,Male,DSL,45.6,No,No,No,Yes,No,Electronic check,Yes,0,No,No,No,1,45.6
No,One year,6317,Yes,Yes,Male,Fiber optic,93.65,Yes,Yes,No,Yes,Yes,Electronic check,Yes,0,No,Yes,No,49,4520.15
Yes,Month-to-month,6318,No,No,Female,DSL,49.65,No,No,No,Yes,No,Bank transfer (automatic),Yes,0,No,No,Yes,6,267.35
No,Two year,6319,Yes,Yes,Female,DSL,73.6,No,Yes,Yes,No,Yes,Mailed check,Yes,0,Yes,No,Yes,32,2316.85
No,Two year,6320,No,Yes,Female,Fiber optic,109.75,Yes,No,Yes,Yes,Yes,Mailed check,Yes,1,Yes,Yes,Yes,72,8075.35
No,Two year,6321,Yes,No,Male,DSL,61.45,No,Yes,Yes,No,No,Credit card (automatic),Yes,0,No,No,Yes,37,2302.35
No,One year,6322,No,No,Female,Fiber optic,106.4,No,Yes,Yes,Yes,Yes,Credit card (automatic),Yes,0,Yes,Yes,Yes,69,7251.9
No,Month-to-month,6323,No,Yes,Female,DSL,81.9,No,Yes,No,No,Yes,Bank transfer (automatic),Yes,0,Yes,Yes,Yes,26,2078.55
No,One year,6324,Yes,Yes,Female,Fiber optic,105.2,Yes,Yes,No,Yes,Yes,Credit card (automatic),Yes,0,Yes,Yes,No,58,6225.4
No,One year,6325,No,No,Male,DSL,54.6,Yes,No,No,No,No,Bank transfer (automatic),Yes,0,No,No,Yes,24,1242.25
No,One year,6326,Yes,No internet service,Male,No,20.55,No,No internet service,No internet service,No,Yes,Electronic check,Yes,0,No internet service,No internet service,No internet service,5,99.45
Yes,Month-to-month,6327,Yes,No internet service,Male,No,20.0,No,No internet service,No internet service,Yes,Yes,Electronic check,Yes,0,No internet service,No internet service,No internet service,15,288.05
No,Two year,6328,Yes,No internet service,Female,No,19.7,No,No internet service,No internet service,No,Yes,Mailed check,Yes,0,No internet service,No internet service,No internet service,30,599.25
No,One year,6329,No,No,Female,DSL,66.05,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),Yes,0,No,No,Yes,55,3462.1
Yes,Month-to-month,6330,No,No,Female,DSL,34.0,No phone service,No,No,Yes,Yes,Bank transfer (automatic),No,0,No,Yes,No,25,853
Yes,Month-to-month,6331,No,Yes,Male,Fiber optic,92.5,No,Yes,No,Yes,Yes,Mailed check,Yes,1,No,Yes,Yes,10,934.1
No,Two year,6332,Yes,Yes,Male,DSL,54.05,No phone service,Yes,Yes,Yes,Yes,Credit card (automatic),No,0,Yes,No,Yes,44,2375.2
No,One year,6333,No,No,Female,DSL,58.9,No,Yes,Yes,Yes,No,Mailed check,Yes,0,No,No,Yes,47,2813.05
Yes,Month-to-month,6334,Yes,No,Female,Fiber optic,88.35,No,No,No,No,Yes,Electronic check,Yes,0,Yes,Yes,No,13,1222.8
Yes,Two year,6335,Yes,Yes,Female,Fiber optic,107.95,Yes,Yes,No,Yes,Yes,Bank transfer (automatic),Yes,0,Yes,Yes,Yes,49,5293.2
No,One year,6336,No,No,Female,Fiber optic,96.9,No,No,Yes,Yes,Yes,Mailed check,Yes,0,Yes,Yes,Yes,64,6314.35
No,Month-to-month,6337,No,No internet service,Male,No,19.1,No,No internet service,No internet service,No,No,Mailed check,Yes,0,No internet service,No internet service,No internet service,1,19.1
No,Month-to-month,6338,No,No,Male,DSL,50.0,No,No,No,No,No,Mailed check,Yes,0,No,No,Yes,20,1003.05
No,Two year,6339,No,No,Female,DSL,45.4,No phone service,No,Yes,No,Yes,Electronic check,No,0,No,Yes,Yes,37,1593.1
No,Month-to-month,6340,Yes,No,Male,Fiber optic,85.45,Yes,No,No,No,Yes,Electronic check,Yes,0,No,Yes,No,30,2509.95
No,One year,6341,No,Yes,Female,DSL,84.1,Yes,Yes,Yes,No,No,Bank transfer (automatic),Yes,0,Yes,Yes,No,38,3187.65
Yes,Month-to-month,6342,No,No,Female,Fiber optic,74.45,Yes,No,No,Yes,No,Mailed check,Yes,1,No,No,No,1,74.45
Yes,Month-to-month,6343,No,No,Female,DSL,64.75,No,No,No,Yes,No,Electronic check,Yes,0,Yes,Yes,No,37,2345.2
No,Two year,6344,No,Yes,Female,DSL,66.25,No phone service,Yes,Yes,No,Yes,Credit card (automatic),No,0,Yes,Yes,Yes,52,3330.1
No,Two year,6345,Yes,Yes,Male,DSL,76.9,No,Yes,Yes,Yes,No,Credit card (automatic),Yes,0,No,Yes,Yes,71,5522.7
Yes,Month-to-month,6346,No,Yes,Male,Fiber optic,89.8,No,Yes,No,No,No,Electronic check,Yes,0,No,Yes,No,26,2335.3
No,Two year,6347,No,Yes,Male,DSL,74.6,Yes,Yes,Yes,Yes,No,Credit card (automatic),Yes,0,Yes,No,No,66,4798.4
No,Two year,6348,No,Yes,Male,Fiber optic,116.95,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),Yes,0,Yes,Yes,Yes,72,8594.4
No,One year,6349,Yes,No,Male,DSL,40.65,No phone service,No,Yes,Yes,No,Credit card (automatic),No,0,No,Yes,No,25,970.55
No,Two year,6350,Yes,Yes,Male,Fiber optic,114.35,Yes,Yes,Yes,Yes,Yes,Bank transfer (automatic),Yes,0,Yes,Yes,Yes,69,7665.8
No,Two year,6351,Yes,No,Male,DSL,69.7,Yes,Yes,Yes,No,Yes,Bank transfer (automatic),Yes,0,Yes,No,No,53,3686.05
Yes,One year,6352,No,Yes,Female,Fiber optic,95.5,No,No,No,No,No,Mailed check,Yes,0,Yes,Yes,No,12,1115.15
No,Month-to-month,6353,No,Yes,Male,Fiber optic,98.65,No,No,No,Yes,No,Electronic check,Yes,0,Yes,Yes,Yes,26,2537
No,Month-to-month,6354,No,Yes,Male,DSL,61.65,No,No,No,No,No,Mailed check,Yes,0,Yes,No,No,21,1393.6
No,Month-to-month,6355,Yes,No,Female,Fiber optic,89.35,No,No,No,Yes,No,Electronic check,Yes,0,Yes,Yes,No,1,89.35
No,Month-to-month,6356,No,No,Male,Fiber optic,95.4,Yes,No,Yes,Yes,No,Electronic check,Yes,0,Yes,No,Yes,48,4445.3
No,One year,6357,No,Yes,Female,DSL,35.4,No phone service,No,Yes,No,Yes,Credit card (automatic),No,0,No,No,No,26,978.6
No,Two year,6358,No,No internet service,Male,No,19.95,No,No internet service,No internet service,No,Yes,Mailed check,Yes,0,No internet service,No internet service,No internet service,60,1258.15
No,Month-to-month,6359,No,No internet service,Male,No,19.25,No,No internet service,No internet service,No,No,Mailed check,Yes,0,No internet service,No internet service,No internet service,18,331.35
Yes,Month-to-month,6360,No,No,Female,DSL,29.65,No phone service,No,No,Yes,No,Electronic check,No,1,No,No,Yes,10,291.4
Yes,Month-to-month,6361,Yes,Yes,Male,Fiber optic,84.5,Yes,No,Yes,Yes,Yes,Electronic check,Yes,0,No,No,No,5,453.75
No,One year,6362,Yes,No internet service,Female,No,20.4,No,No internet service,No internet service,Yes,No,Mailed check,Yes,0,No internet service,No internet service,No internet service,4,84.75
No,Two year,6363,Yes,No internet service,Male,No,24.75,Yes,No internet service,No internet service,No,Yes,Credit card (automatic),Yes,0,No internet service,No internet service,No internet service,65,1715.1
No,Two year,6364,Yes,No internet service,Male,No,25.35,Yes,No internet service,No internet service,No,Yes,Mailed check,Yes,0,No internet service,No internet service,No internet service,70,1715.15
Yes,Month-to-month,6365,No,Yes,Male,Fiber optic,90.7,Yes,No,No,Yes,No,Credit card (automatic),Yes,0,Yes,No,No,18,1597.25
No,Two year,6366,Yes,No internet service,Male,No,20.0,No,No internet service,No internet service,No,No,Bank transfer (automatic),Yes,0,No internet service,No internet service,No internet service,62,1250.1
No,Two year,6367,Yes,No,Female,DSL,59.75,No,No,Yes,Yes,Yes,Electronic check,Yes,0,No,Yes,No,66,3996.8
No,Two year,6368,Yes,No,Female,DSL,82.5,Yes,Yes,Yes,Yes,Yes,Bank transfer (automatic),Yes,0,Yes,Yes,Yes,65,5215.1
Yes,Month-to-month,6369,No,No,Female,Fiber optic,70.3,No,No,No,Yes,No,Electronic check,Yes,1,No,No,No,3,235.5
No,Month-to-month,6370,No,No internet service,Female,No,20.35,No,No internet service,No internet service,No,No,Mailed check,Yes,0,No internet service,No internet service,No internet service,34,673.2
No,Month-to-month,6371,Yes,Yes,Male,Fiber optic,90.8,Yes,No,No,Yes,Yes,Bank transfer (automatic),Yes,0,No,Yes,No,16,1442.2
Yes,One year,6372,No,Yes,Female,Fiber optic,103.95,Yes,No,Yes,Yes,No,Bank transfer (automatic),Yes,0,Yes,Yes,No,54,5639.05
No,Month-to-month,6373,No,Yes,Female,Fiber optic,104.95,Yes,No,No,Yes,No,Electronic check,Yes,1,Yes,Yes,Yes,50,5222.35
No,Two year,6374,No,Yes,Male,Fiber optic,105.25,No,Yes,No,Yes,Yes,Electronic check,Yes,0,Yes,Yes,Yes,71,7291.75
Yes,Month-to-month,6375,No,No,Female,Fiber optic,74.75,Yes,No,No,Yes,No,Electronic check,Yes,0,No,No,No,10,799.65
Yes,Month-to-month,6376,No,No,Female,DSL,50.8,No,No,No,Yes,No,Electronic check,Yes,0,No,No,Yes,1,50.8
No,One year,6377,No,No internet service,Male,No,23.75,Yes,No internet service,No internet service,No,No,Mailed check,Yes,0,No internet service,No internet service,No internet service,18,424.5
No,Month-to-month,6378,No,No,Male,DSL,61.3,No,No,No,Yes,No,Electronic check,Yes,0,No,Yes,Yes,4,249.4
No,Two year,6379,Yes,Yes,Female,DSL,75.8,Yes,No,Yes,No,Yes,Mailed check,Yes,0,No,Yes,Yes,58,4415.75
No,One year,6380,No,No,Female,Fiber optic,98.0,Yes,No,Yes,Yes,Yes,Electronic check,Yes,0,Yes,Yes,No,56,5270.6
Yes,Month-to-month,6381,No,No,Male,Fiber optic,80.25,No,No,No,Yes,No,Electronic check,Yes,0,No,Yes,No,2,144.55
Yes,Month-to-month,6382,No,Yes,Male,Fiber optic,78.9,Yes,No,No,Yes,Yes,Electronic check,Yes,0,No,No,No,32,2447.95
No,One year,6383,Yes,No,Male,DSL,52.0,No phone service,Yes,Yes,Yes,Yes,Mailed check,No,0,No,Yes,Yes,56,2884.9
Yes,Month-to-month,6384,No,No,Male,Fiber optic,84.75,Yes,No,No,Yes,No,Electronic check,Yes,0,Yes,No,No,36,3050.15
No,Month-to-month,6385,No,No,Female,DSL,64.4,Yes,No,No,Yes,No,Mailed check,Yes,0,No,Yes,Yes,4,253
Yes,Month-to-month,6386,No,No,Male,Fiber optic,85.45,Yes,No,No,No,No,Bank transfer (automatic),Yes,0,No,Yes,No,53,4517.25
No,Month-to-month,6387,No,No,Male,DSL,45.8,No,No,No,Yes,No,Credit card (automatic),Yes,0,No,No,No,10,436.2
No,Month-to-month,6388,No,No,Male,DSL,30.5,No phone service,No,No,No,No,Electronic check,No,0,No,No,Yes,4,118.4
Yes,Month-to-month,6389,Yes,No internet service,Male,No,19.9,No,No internet service,No internet service,No,Yes,Mailed check,Yes,0,No internet service,No internet service,No internet service,1,19.9
No,Month-to-month,6390,No,No,Female,Fiber optic,69.15,No,No,No,No,Yes,Mailed check,Yes,0,No,No,No,51,3649.6
Yes,Month-to-month,6391,No,Yes,Male,Fiber optic,99.45,Yes,No,No,Yes,No,Electronic check,Yes,1,Yes,Yes,No,12,1200.15
No,One year,6392,No,No,Female,DSL,49.25,No phone service,No,No,Yes,No,Mailed check,No,0,Yes,Yes,Yes,6,255.6
No,Two year,6393,Yes,Yes,Male,DSL,39.35,No phone service,Yes,No,No,Yes,Bank transfer (automatic),No,0,No,No,Yes,63,2395.05
Yes,Month-to-month,6394,No,No,Female,Fiber optic,70.6,No,No,No,Yes,No,Electronic check,Yes,0,No,No,No,1,70.6
No,Month-to-month,6395,No,No,Female,Fiber optic,105.1,Yes,Yes,No,Yes,Yes,Credit card (automatic),Yes,0,Yes,Yes,Yes,48,5083.55
Yes,Month-to-month,6396,No,No,Female,Fiber optic,81.0,No,No,No,Yes,No,Credit card (automatic),Yes,0,No,Yes,No,5,389.6
No,One year,6397,Yes,No internet service,Female,No,20.1,No,No internet service,No internet service,Yes,No,Credit card (automatic),Yes,0,No internet service,No internet service,No internet service,35,644.5
Yes,Month-to-month,6398,No,No,Male,Fiber optic,84.85,No,Yes,No,Yes,No,Electronic check,Yes,0,No,Yes,No,6,523.5
No,Month-to-month,6399,No,No internet service,Male,No,19.75,No,No internet service,No internet service,No,No,Mailed check,Yes,0,No internet service,No internet service,No internet service,2,39.3
No,One year,6400,No,No internet service,Female,No,19.75,No,No internet service,No internet service,No,No,Bank transfer (automatic),Yes,0,No internet service,No internet service,No internet service,50,989.05
No,Month-to-month,6401,No,No,Female,Fiber optic,70.4,No,No,No,Yes,No,Bank transfer (automatic),Yes,0,No,No,No,33,2406.1
No,Two year,6402,No,No internet service,Male,No,20.45,No,No internet service,No internet service,No,No,Mailed check,Yes,0,No internet service,No internet service,No internet service,31,638.55
No,Two year,6403,Yes,No internet service,Female,No,20.35,No,No internet service,No internet service,No,Yes,Mailed check,Yes,0,No internet service,No internet service,No internet service,9,191.1
No,Month-to-month,6404,Yes,Yes,Female,DSL,86.2,Yes,Yes,No,Yes,Yes,Electronic check,Yes,0,Yes,Yes,Yes,54,4524.05
No,One year,6405,No,Yes,Female,Fiber optic,95.65,No,Yes,Yes,Yes,No,Credit card (automatic),Yes,0,No,Yes,No,46,4664.2
No,One year,6406,Yes,No,Male,Fiber optic,103.8,Yes,Yes,Yes,Yes,No,Electronic check,Yes,0,Yes,Yes,No,34,3470.8
No,Two year,6407,Yes,No,Male,Fiber optic,97.2,Yes,No,Yes,Yes,Yes,Electronic check,Yes,0,Yes,Yes,No,71,6910.3
No,Two year,6408,Yes,Yes,Female,DSL,63.55,No,Yes,Yes,No,Yes,Mailed check,Yes,0,No,No,Yes,63,4014.2
No,Two year,6409,No,No internet service,Female,No,24.95,Yes,No internet service,No internet service,No,No,Bank transfer (automatic),Yes,0,No internet service,No internet service,No internet service,51,1288
Yes,Month-to-month,6410,No,No,Female,Fiber optic,89.15,Yes,Yes,No,Yes,No,Electronic check,Yes,1,No,Yes,No,26,2277.65
No,Two year,6411,No,Yes,Female,Fiber optic,99.0,No,No,Yes,Yes,Yes,Bank transfer (automatic),Yes,0,Yes,Yes,No,64,6375.8
Yes,Month-to-month,6412,No,No,Female,DSL,24.8,No phone service,No,No,Yes,Yes,Electronic check,No,1,No,No,No,1,24.8
No,One year,6413,No,No,Male,Fiber optic,85.55,Yes,Yes,No,Yes,Yes,Bank transfer (automatic),Yes,1,No,No,Yes,61,5251.75
No,Month-to-month,6414,No,Yes,Female,Fiber optic,94.0,No,No,No,Yes,No,Credit card (automatic),Yes,0,Yes,Yes,No,15,1505.45
Yes,One year,6415,No,No,Male,Fiber optic,105.65,Yes,Yes,No,Yes,No,Credit card (automatic),Yes,0,Yes,Yes,Yes,64,6903.1
No,Month-to-month,6416,No,No,Female,DSL,50.3,Yes,No,No,Yes,No,Electronic check,Yes,0,No,No,No,18,913.3
No,One year,6417,Yes,No,Female,Fiber optic,95.0,No,Yes,No,Yes,Yes,Electronic check,Yes,0,Yes,Yes,No,57,5535.8
No,Two year,6418,Yes,No,Male,DSL,61.4,No,Yes,Yes,Yes,Yes,Bank transfer (automatic),Yes,0,Yes,No,No,14,815.55
No,Month-to-month,6419,No,No,Male,Fiber optic,80.55,Yes,Yes,No,Yes,No,Credit card (automatic),Yes,1,No,No,No,18,1411.65
No,Two year,6420,No,No,Female,Fiber optic,78.5,Yes,No,Yes,No,Yes,Bank transfer (automatic),Yes,1,No,No,No,72,5602.25
No,Two year,6421,No,Yes,Male,Fiber optic,114.3,Yes,Yes,Yes,No,Yes,Credit card (automatic),Yes,0,Yes,Yes,Yes,70,8244.3
No,Two year,6422,No,No internet service,Female,No,20.05,No,No internet service,No internet service,No,No,Mailed check,Yes,0,No internet service,No internet service,No internet service,38,741.5
No,Two year,6423,Yes,Yes,Male,DSL,62.65,No,Yes,Yes,No,Yes,Credit card (automatic),Yes,0,No,No,Yes,68,4375.8
Yes,Month-to-month,6424,No,No,Male,Fiber optic,80.85,No,No,No,Yes,No,Electronic check,Yes,0,Yes,No,No,13,1008.7
No,Two year,6425,No,No,Male,Fiber optic,92.7,Yes,Yes,Yes,Yes,Yes,Credit card (automatic),Yes,1,No,Yes,No,65,5968.4
No,Month-to-month,6426,No,Yes,Female,Fiber optic,100.45,Yes,No,No,No,No,Electronic check,Yes,0,Yes,Yes,No,30,3096.9
No,Two year,6427,No,No,Male,DSL,75.2,Yes,No,No,Yes,Yes,Bank transfer (automatic),Yes,0,Yes,Yes,Yes,51,3901.25
No,Month-to-month,6428,No,Yes,Female,Fiber optic,84.75,Yes,No,Yes,Yes,No,Credit card (automatic),Yes,0,No,No,No,31,2613.4
Yes,Month-to-month,6429,No,No,Female,Fiber optic,89.45,No,No,No,No,Yes,Electronic check,Yes,0,Yes,Yes,No,9,853.1
No,Two year,6430,Yes,Yes,Female,DSL,79.5,Yes,Yes,Yes,Yes,Yes,Bank transfer (automatic),Yes,0,Yes,No,Yes,72,5661.7
Yes,Month-to-month,6431,No,No,Male,DSL,72.15,Yes,No,No,Yes,No,Credit card (automatic),Yes,0,Yes,Yes,No,10,794.25
No,One year,6432,No,No internet service,Female,No,19.8,No,No internet service,No internet service,Yes,No,Electronic check,Yes,0,No internet service,No internet service,No internet service,37,695.05
Yes,Month-to-month,6433,No,Yes,Female,DSL,76.4,No,No,No,No,No,Electronic check,Yes,0,Yes,Yes,Yes,2,160.8
No,One year,6434,No,No,Male,Fiber optic,100.9,No,Yes,Yes,Yes,No,Mailed check,Yes,0,Yes,Yes,No,55,5552.05
No,Month-to-month,6435,Yes,Yes,Male,Fiber optic,95.3,Yes,No,Yes,Yes,No,Bank transfer (automatic),Yes,0,Yes,No,No,33,3275.15
No,One year,6436,Yes,Yes,Female,Fiber optic,90.95,No,No,No,No,Yes,Bank transfer (automatic),Yes,0,Yes,No,Yes,46,4236.6
No,Month-to-month,6437,Yes,No,Female,DSL,54.5,No,No,Yes,No,No,Electronic check,Yes,0,No,No,Yes,1,54.5
Yes,Month-to-month,6438,No,No,Female,DSL,61.6,Yes,No,No,Yes,No,Mailed check,Yes,1,Yes,No,No,20,1174.35
Yes,Month-to-month,6439,No,Yes,Male,Fiber optic,79.9,No,Yes,No,Yes,Yes,Electronic check,Yes,0,No,No,No,9,741.7
Yes,Month-to-month,6440,No,No,Male,Fiber optic,96.15,Yes,No,No,Yes,No,Credit card (automatic),Yes,1,Yes,Yes,No,32,3019.25
No,Month-to-month,6441,Yes,Yes,Female,DSL,49.6,No,No,No,Yes,Yes,Bank transfer (automatic),Yes,0,No,No,No,19,962.9
Yes,Two year,6442,No,Yes,Female,DSL,65.3,Yes,No,Yes,No,Yes,Credit card (automatic),Yes,0,No,No,Yes,70,4759.75
No,Two year,6443,Yes,No internet service,Female,No,25.0,Yes,No internet service,No internet service,Yes,No,Credit card (automatic),Yes,0,No internet service,No internet service,No internet service,61,1498.35
No,Month-to-month,6444,No,No,Male,DSL,45.45,No,No,No,No,No,Electronic check,Yes,0,No,No,No,26,1233.15
No,Month-to-month,6445,No,Yes,Male,Fiber optic,107.75,Yes,Yes,No,Yes,Yes,Bank transfer (automatic),Yes,0,Yes,Yes,No,45,4882.8
No,Two year,6446,Yes,Yes,Male,Fiber optic,89.1,Yes,No,No,Yes,Yes,Credit card (automatic),Yes,0,No,Yes,No,62,5411.65
Yes,Month-to-month,6447,No,No internet service,Male,No,19.65,No,No internet service,No internet service,No,No,Mailed check,Yes,0,No internet service,No internet service,No internet service,1,19.65
No,Month-to-month,6448,No,No,Female,DSL,44.75,No,No,No,No,No,Mailed check,Yes,0,No,No,No,3,148.05
No,One year,6449,Yes,Yes,Female,Fiber optic,101.6,Yes,Yes,Yes,Yes,Yes,Bank transfer (automatic),Yes,0,Yes,No,No,41,3930.55
No,Two year,6450,Yes,Yes,Male,Fiber optic,103.15,No,Yes,No,No,Yes,Bank transfer (automatic),Yes,0,Yes,Yes,Yes,67,6895.5
Yes,Month-to-month,6451,No,No,Male,Fiber optic,84.65,Yes,No,No,Yes,No,Mailed check,Yes,0,No,Yes,No,1,84.65
No,One year,6452,No,No,Female,Fiber optic,95.65,Yes,Yes,Yes,No,Yes,Mailed check,Yes,0,No,Yes,No,71,6856.95
No,One year,6453,Yes,No,Female,DSL,75.1,No,Yes,Yes,No,Yes,Bank transfer (automatic),Yes,0,Yes,Yes,No,37,2658.8
No,Two year,6454,No,No,Male,DSL,61.35,No,Yes,Yes,Yes,Yes,Mailed check,Yes,0,No,No,Yes,60,3766.2
Yes,Month-to-month,6455,No,No,Female,Fiber optic,69.55,No,No,No,Yes,Yes,Electronic check,Yes,1,No,No,No,1,69.55
No,Month-to-month,6456,No,No internet service,Female,No,19.7,No,No internet service,No internet service,No,No,Credit card (automatic),Yes,0,No internet service,No internet service,No internet service,6,129.55
Yes,Month-to-month,6457,No,No,Female,DSL,31.05,No phone service,Yes,No,Yes,No,Electronic check,No,0,No,No,No,13,347.25
No,Month-to-month,6458,Yes,No,Female,DSL,51.0,No,No,Yes,No,Yes,Bank transfer (automatic),Yes,0,No,No,No,11,581.7
Yes,Month-to-month,6459,No,No,Male,DSL,51.0,No,No,Yes,Yes,No,Mailed check,Yes,0,No,No,No,7,354.05
No,Month-to-month,6460,Yes,No,Female,Fiber optic,88.85,No,No,No,Yes,Yes,Electronic check,Yes,0,Yes,Yes,No,10,929.45
No,Two year,6461,No,No internet service,Male,No,20.05,No,No internet service,No internet service,No,Yes,Credit card (automatic),Yes,0,No internet service,No internet service,No internet service,34,679
No,Two year,6462,No,No,Female,DSL,65.1,No,No,Yes,Yes,No,Mailed check,Yes,0,Yes,No,Yes,62,3846.75
No,One year,6463,No,No,Male,DSL,70.15,Yes,Yes,No,Yes,Yes,Mailed check,Yes,0,Yes,No,Yes,64,4480.7
Yes,Month-to-month,6464,Yes,No,Female,DSL,44.35,No,No,No,Yes,Yes,Bank transfer (automatic),Yes,0,No,No,No,1,44.35
No,Two year,6465,No,No internet service,Male,No,20.75,No,No internet service,No internet service,Yes,No,Mailed check,Yes,0,No internet service,No internet service,No internet service,25,499.4
No,One year,6466,No,Yes,Female,DSL,56.05,No,Yes,No,Yes,No,Mailed check,Yes,0,No,No,No,26,1553.2
No,One year,6467,Yes,No internet service,Male,No,19.95,No,No internet service,No internet service,Yes,No,Bank transfer (automatic),Yes,0,No internet service,No internet service,No internet service,10,219.5
No,One year,6468,No,Yes,Female,Fiber optic,98.6,Yes,Yes,Yes,No,No,Mailed check,Yes,0,No,Yes,No,53,5311.85
Yes,Month-to-month,6469,No,No,Female,Fiber optic,79.7,No,No,No,Yes,No,Electronic check,Yes,0,No,Yes,No,7,586.05
No,Month-to-month,6470,No,Yes,Male,Fiber optic,79.0,No,Yes,No,Yes,No,Credit card (automatic),Yes,0,No,No,No,33,2576.8
No,Two year,6471,No,Yes,Female,Fiber optic,89.45,No,Yes,No,No,Yes,Credit card (automatic),Yes,1,Yes,No,No,71,6435.25
No,Month-to-month,6472,No,No,Female,Fiber optic,74.2,Yes,No,No,Yes,No,Electronic check,Yes,0,No,No,No,29,1993.25
No,Month-to-month,6473,Yes,No,Male,DSL,81.0,Yes,No,Yes,No,Yes,Bank transfer (automatic),Yes,0,Yes,Yes,Yes,24,1923.85
No,Month-to-month,6474,Yes,Yes,Male,DSL,49.6,No,No,No,Yes,Yes,Electronic check,Yes,0,No,No,No,20,939.8
No,Month-to-month,6475,No,No,Female,Fiber optic,84.6,Yes,No,No,Yes,No,Electronic check,Yes,0,No,Yes,No,1,84.6
Yes,Month-to-month,6476,Yes,No,Male,DSL,55.0,Yes,Yes,No,Yes,No,Credit card (automatic),Yes,0,No,No,No,54,3092.65
Yes,Month-to-month,6477,No,Yes,Female,Fiber optic,84.85,No,No,No,Yes,No,Mailed check,Yes,1,No,Yes,No,5,415.55
No,Two year,6478,Yes,Yes,Female,DSL,84.2,Yes,No,Yes,Yes,Yes,Bank transfer (automatic),Yes,0,Yes,Yes,Yes,72,5986.55
No,Two year,6479,No,Yes,Male,Fiber optic,106.3,No,Yes,Yes,Yes,Yes,Electronic check,Yes,0,Yes,Yes,Yes,52,5487
No,Month-to-month,6480,No,No,Female,Fiber optic,69.05,No,No,No,No,No,Electronic check,Yes,0,No,No,No,9,651.5
No,Month-to-month,6481,No,No,Female,DSL,45.4,No,No,No,Yes,No,Mailed check,Yes,0,No,No,No,1,45.4
Yes,Month-to-month,6482,No,No,Male,Fiber optic,73.65,Yes,No,No,Yes,No,Electronic check,Yes,1,No,No,No,1,73.65
Yes,One year,6483,Yes,Yes,Male,DSL,73.9,No,No,No,Yes,Yes,Mailed check,Yes,0,Yes,Yes,Yes,33,2405.05
